#rank|epoch|iteration_no|event_id|event_operation|device_us|cpu_us|time_range_start_us|time_range_end_us|time_range_duration_us|self_cpu_memory_usage|self_cpu_percent|self_cpu_time_total|self_cpu_time_total_str|self_cuda_memory_usage|self_cuda_time_total|self_device_memory_usage|self_device_time_total|self_device_time_total_str|sequence_nr|stack|thread|total_cpu_percent|total_device_percent|use_device
0|1|1|194|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|24.83|0.00|776367.39|776392.22|24.83|0.00|-1.00|0.00|0.000us|0.00|24.83|0.00|24.83|24.832us|-1||1|-1.00|-1.00|cuda
0|1|1|195|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|48.90|0.00|776392.80|776441.69|48.90|0.00|-1.00|0.00|0.000us|0.00|48.90|0.00|48.90|48.896us|-1||1|-1.00|-1.00|cuda
0|1|1|196|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|79.84|0.00|776442.20|776522.05|79.84|0.00|-1.00|0.00|0.000us|0.00|79.84|0.00|79.84|79.840us|-1||1|-1.00|-1.00|cuda
0|1|1|197|Memset (Device)|8.77|0.00|776531.96|776540.73|8.77|0.00|-1.00|0.00|0.000us|0.00|8.77|0.00|8.77|8.768us|-1||1|-1.00|-1.00|cuda
0|1|1|198|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|248.09|0.00|776551.52|776799.61|248.09|0.00|-1.00|0.00|0.000us|0.00|248.09|0.00|248.09|248.095us|-1||1|-1.00|-1.00|cuda
0|1|1|199|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|27.68|0.00|776800.09|776827.77|27.68|0.00|-1.00|0.00|0.000us|0.00|27.68|0.00|27.68|27.680us|-1||1|-1.00|-1.00|cuda
0|1|1|200|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|44.54|0.00|776828.25|776872.80|44.54|0.00|-1.00|0.00|0.000us|0.00|44.54|0.00|44.54|44.544us|-1||1|-1.00|-1.00|cuda
0|1|1|201|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|79.65|0.00|776873.37|776953.02|79.65|0.00|-1.00|0.00|0.000us|0.00|79.65|0.00|79.65|79.647us|-1||1|-1.00|-1.00|cuda
0|1|1|202|Memset (Device)|11.07|0.00|776964.73|776975.80|11.07|0.00|-1.00|0.00|0.000us|0.00|11.07|0.00|11.07|11.072us|-1||1|-1.00|-1.00|cuda
0|1|1|203|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|245.76|0.00|776984.54|777230.30|245.76|0.00|-1.00|0.00|0.000us|0.00|245.76|0.00|245.76|245.759us|-1||1|-1.00|-1.00|cuda
0|1|1|204|void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})|74.62|0.00|777230.94|777305.56|74.62|0.00|-1.00|0.00|0.000us|0.00|74.62|0.00|74.62|74.624us|-1||1|-1.00|-1.00|cuda
0|1|1|205|void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})|81.95|0.00|777306.14|777388.09|81.95|0.00|-1.00|0.00|0.000us|0.00|81.95|0.00|81.95|81.952us|-1||1|-1.00|-1.00|cuda
0|1|1|206|void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})|91.33|0.00|777388.63|777479.96|91.33|0.00|-1.00|0.00|0.000us|0.00|91.33|0.00|91.33|91.328us|-1||1|-1.00|-1.00|cuda
0|1|1|207|fmha_cutlassF_f16_aligned_32x128_rf_sm75(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::arch::Sm75, true, 32, 128, 128, true, true>::Params)|339.14|0.00|777480.54|777819.67|339.14|0.00|-1.00|0.00|0.000us|0.00|339.14|0.00|339.14|339.135us|-1||1|-1.00|-1.00|cuda
0|1|1|208|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|28.58|0.00|777820.44|777849.02|28.58|0.00|-1.00|0.00|0.000us|0.00|28.58|0.00|28.58|28.576us|-1||1|-1.00|-1.00|cuda
0|1|1|209|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|44.67|0.00|777849.56|777894.23|44.67|0.00|-1.00|0.00|0.000us|0.00|44.67|0.00|44.67|44.672us|-1||1|-1.00|-1.00|cuda
0|1|1|210|Memset (Device)|11.04|0.00|777905.02|777916.06|11.04|0.00|-1.00|0.00|0.000us|0.00|11.04|0.00|11.04|11.040us|-1||1|-1.00|-1.00|cuda
0|1|1|211|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|239.62|0.00|777927.19|778166.81|239.62|0.00|-1.00|0.00|0.000us|0.00|239.62|0.00|239.62|239.616us|-1||1|-1.00|-1.00|cuda
0|1|1|212|void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>)|138.56|0.00|778167.38|778305.94|138.56|0.00|-1.00|0.00|0.000us|0.00|138.56|0.00|138.56|138.560us|-1||1|-1.00|-1.00|cuda
0|1|1|213|void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)|134.59|0.00|778306.84|778441.43|134.59|0.00|-1.00|0.00|0.000us|0.00|134.59|0.00|134.59|134.591us|-1||1|-1.00|-1.00|cuda
0|1|1|214|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|26.98|0.00|778442.01|778468.98|26.98|0.00|-1.00|0.00|0.000us|0.00|26.98|0.00|26.98|26.976us|-1||1|-1.00|-1.00|cuda
0|1|1|215|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|111.17|0.00|778469.59|778580.76|111.17|0.00|-1.00|0.00|0.000us|0.00|111.17|0.00|111.17|111.168us|-1||1|-1.00|-1.00|cuda
0|1|1|216|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|121.34|0.00|778584.02|778705.36|121.34|0.00|-1.00|0.00|0.000us|0.00|121.34|0.00|121.34|121.343us|-1||1|-1.00|-1.00|cuda
0|1|1|217|turing_fp16_s1688gemm_fp16_256x128_ldg8_relu_f2f_tn|1164.73|0.00|778705.81|779870.54|1164.73|0.00|-1.00|0.00|0.000us|0.00|1164.73|0.00|1164.73|1.165ms|-1||1|-1.00|-1.00|cuda
0|1|1|218|void at::native::vectorized_elementwise_kernel<4, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul>)|141.47|0.00|779871.06|780012.53|141.47|0.00|-1.00|0.00|0.000us|0.00|141.47|0.00|141.47|141.472us|-1||1|-1.00|-1.00|cuda
0|1|1|219|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|27.30|0.00|780013.07|780040.37|27.30|0.00|-1.00|0.00|0.000us|0.00|27.30|0.00|27.30|27.296us|-1||1|-1.00|-1.00|cuda
0|1|1|220|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|96.35|0.00|780040.91|780137.26|96.35|0.00|-1.00|0.00|0.000us|0.00|96.35|0.00|96.35|96.352us|-1||1|-1.00|-1.00|cuda
0|1|1|221|Memset (Device)|10.94|0.00|780149.58|780160.53|10.94|0.00|-1.00|0.00|0.000us|0.00|10.94|0.00|10.94|10.944us|-1||1|-1.00|-1.00|cuda
0|1|1|222|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|799.45|0.00|780171.09|780970.54|799.45|0.00|-1.00|0.00|0.000us|0.00|799.45|0.00|799.45|799.452us|-1||1|-1.00|-1.00|cuda
0|1|1|223|void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>)|122.78|0.00|780971.59|781094.38|122.78|0.00|-1.00|0.00|0.000us|0.00|122.78|0.00|122.78|122.784us|-1||1|-1.00|-1.00|cuda
0|1|1|224|void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)|84.64|0.00|789362.09|789446.73|84.64|0.00|-1.00|0.00|0.000us|0.00|84.64|0.00|84.64|84.640us|-1||1|-1.00|-1.00|cuda
0|1|1|225|ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)|13640.23|0.00|789443.82|803084.05|13640.23|0.00|-1.00|0.00|0.000us|0.00|13640.23|0.00|13640.23|13.640ms|-1||1|-1.00|-1.00|cuda
0|1|1|226|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|2.53|0.00|789447.21|789449.74|2.53|0.00|-1.00|0.00|0.000us|0.00|2.53|0.00|2.53|2.528us|-1||1|-1.00|-1.00|cuda
0|1|1|227|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|21.02|0.00|789450.28|789471.31|21.02|0.00|-1.00|0.00|0.000us|0.00|21.02|0.00|21.02|21.024us|-1||1|-1.00|-1.00|cuda
0|1|1|228|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|62.53|0.00|789471.85|789534.38|62.53|0.00|-1.00|0.00|0.000us|0.00|62.53|0.00|62.53|62.528us|-1||1|-1.00|-1.00|cuda
0|1|1|229|Memset (Device)|30.46|0.00|789574.12|789604.58|30.46|0.00|-1.00|0.00|0.000us|0.00|30.46|0.00|30.46|30.463us|-1||1|-1.00|-1.00|cuda
0|1|1|230|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|583.45|0.00|789630.25|790213.70|583.45|0.00|-1.00|0.00|0.000us|0.00|583.45|0.00|583.45|583.454us|-1||1|-1.00|-1.00|cuda
0|1|1|231|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|18.85|0.00|790214.31|790233.16|18.85|0.00|-1.00|0.00|0.000us|0.00|18.85|0.00|18.85|18.848us|-1||1|-1.00|-1.00|cuda
0|1|1|232|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|42.85|0.00|790233.70|790276.55|42.85|0.00|-1.00|0.00|0.000us|0.00|42.85|0.00|42.85|42.848us|-1||1|-1.00|-1.00|cuda
0|1|1|233|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|69.15|0.00|790277.09|790346.25|69.15|0.00|-1.00|0.00|0.000us|0.00|69.15|0.00|69.15|69.152us|-1||1|-1.00|-1.00|cuda
0|1|1|234|Memset (Device)|10.14|0.00|790357.73|790367.88|10.14|0.00|-1.00|0.00|0.000us|0.00|10.14|0.00|10.14|10.144us|-1||1|-1.00|-1.00|cuda
0|1|1|235|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|236.42|0.00|790381.29|790617.70|236.42|0.00|-1.00|0.00|0.000us|0.00|236.42|0.00|236.42|236.415us|-1||1|-1.00|-1.00|cuda
0|1|1|236|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|19.04|0.00|790618.21|790637.25|19.04|0.00|-1.00|0.00|0.000us|0.00|19.04|0.00|19.04|19.040us|-1||1|-1.00|-1.00|cuda
0|1|1|237|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|31.97|0.00|790637.80|790669.77|31.97|0.00|-1.00|0.00|0.000us|0.00|31.97|0.00|31.97|31.968us|-1||1|-1.00|-1.00|cuda
0|1|1|238|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|69.06|0.00|790670.37|790739.43|69.06|0.00|-1.00|0.00|0.000us|0.00|69.06|0.00|69.06|69.056us|-1||1|-1.00|-1.00|cuda
0|1|1|239|Memset (Device)|9.89|0.00|790749.77|790759.65|9.89|0.00|-1.00|0.00|0.000us|0.00|9.89|0.00|9.89|9.888us|-1||1|-1.00|-1.00|cuda
0|1|1|240|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|237.47|0.00|790771.88|791009.35|237.47|0.00|-1.00|0.00|0.000us|0.00|237.47|0.00|237.47|237.472us|-1||1|-1.00|-1.00|cuda
0|1|1|241|void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})|71.68|0.00|791010.15|791081.83|71.68|0.00|-1.00|0.00|0.000us|0.00|71.68|0.00|71.68|71.679us|-1||1|-1.00|-1.00|cuda
0|1|1|242|void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})|66.18|0.00|791082.40|791148.58|66.18|0.00|-1.00|0.00|0.000us|0.00|66.18|0.00|66.18|66.176us|-1||1|-1.00|-1.00|cuda
0|1|1|243|void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})|82.91|0.00|791149.03|791231.94|82.91|0.00|-1.00|0.00|0.000us|0.00|82.91|0.00|82.91|82.912us|-1||1|-1.00|-1.00|cuda
0|1|1|244|fmha_cutlassF_f16_aligned_32x128_rf_sm75(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::arch::Sm75, true, 32, 128, 128, true, true>::Params)|328.03|0.00|791232.48|791560.51|328.03|0.00|-1.00|0.00|0.000us|0.00|328.03|0.00|328.03|328.030us|-1||1|-1.00|-1.00|cuda
0|1|1|245|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|15.33|0.00|791561.19|791576.51|15.33|0.00|-1.00|0.00|0.000us|0.00|15.33|0.00|15.33|15.329us|-1||1|-1.00|-1.00|cuda
0|1|1|246|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|29.92|0.00|791580.58|791610.50|29.92|0.00|-1.00|0.00|0.000us|0.00|29.92|0.00|29.92|29.920us|-1||1|-1.00|-1.00|cuda
0|1|1|247|Memset (Device)|12.99|0.00|791622.24|791635.23|12.99|0.00|-1.00|0.00|0.000us|0.00|12.99|0.00|12.99|12.992us|-1||1|-1.00|-1.00|cuda
0|1|1|248|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|234.69|0.00|791644.13|791878.82|234.69|0.00|-1.00|0.00|0.000us|0.00|234.69|0.00|234.69|234.687us|-1||1|-1.00|-1.00|cuda
0|1|1|249|void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>)|127.58|0.00|791879.46|792007.04|127.58|0.00|-1.00|0.00|0.000us|0.00|127.58|0.00|127.58|127.584us|-1||1|-1.00|-1.00|cuda
0|1|1|250|void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)|101.89|0.00|792007.65|792109.54|101.89|0.00|-1.00|0.00|0.000us|0.00|101.89|0.00|101.89|101.887us|-1||1|-1.00|-1.00|cuda
0|1|1|251|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|17.66|0.00|792109.98|792127.65|17.66|0.00|-1.00|0.00|0.000us|0.00|17.66|0.00|17.66|17.664us|-1||1|-1.00|-1.00|cuda
0|1|1|252|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|89.82|0.00|792128.22|792218.05|89.82|0.00|-1.00|0.00|0.000us|0.00|89.82|0.00|89.82|89.824us|-1||1|-1.00|-1.00|cuda
0|1|1|253|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|66.46|0.00|792218.53|792284.99|66.46|0.00|-1.00|0.00|0.000us|0.00|66.46|0.00|66.46|66.464us|-1||1|-1.00|-1.00|cuda
0|1|1|254|turing_fp16_s1688gemm_fp16_256x128_ldg8_relu_f2f_tn|1245.53|0.00|792285.47|793531.00|1245.53|0.00|-1.00|0.00|0.000us|0.00|1245.53|0.00|1245.53|1.246ms|-1||1|-1.00|-1.00|cuda
0|1|1|255|void at::native::vectorized_elementwise_kernel<4, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul>)|155.55|0.00|793531.55|793687.10|155.55|0.00|-1.00|0.00|0.000us|0.00|155.55|0.00|155.55|155.551us|-1||1|-1.00|-1.00|cuda
