#rank|epoch|iteration_no|event_id|event_operation|device_us|cpu_us|time_range_start_us|time_range_end_us|time_range_duration_us|self_cpu_memory_usage|self_cpu_percent|self_cpu_time_total|self_cpu_time_total_str|self_cuda_memory_usage|self_cuda_time_total|self_device_memory_usage|self_device_time_total|self_device_time_total_str|sequence_nr|stack|thread|total_cpu_percent|total_device_percent|use_device
0|1|1|256|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|17.22|0.00|793693.21|793710.43|17.22|0.00|-1.00|0.00|0.000us|0.00|17.22|0.00|17.22|17.216us|-1||1|-1.00|-1.00|cuda
0|1|1|257|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|89.57|0.00|793710.87|793800.44|89.57|0.00|-1.00|0.00|0.000us|0.00|89.57|0.00|89.57|89.568us|-1||1|-1.00|-1.00|cuda
0|1|1|258|Memset (Device)|12.48|0.00|793810.68|793823.16|12.48|0.00|-1.00|0.00|0.000us|0.00|12.48|0.00|12.48|12.479us|-1||1|-1.00|-1.00|cuda
0|1|1|259|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|787.39|0.00|793828.57|794615.96|787.39|0.00|-1.00|0.00|0.000us|0.00|787.39|0.00|787.39|787.389us|-1||1|-1.00|-1.00|cuda
0|1|1|260|void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>)|127.01|0.00|794616.98|794743.99|127.01|0.00|-1.00|0.00|0.000us|0.00|127.01|0.00|127.01|127.008us|-1||1|-1.00|-1.00|cuda
0|1|1|261|ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)|13875.40|0.00|803084.66|816960.06|13875.40|0.00|-1.00|0.00|0.000us|0.00|13875.40|0.00|13875.40|13.875ms|-1||1|-1.00|-1.00|cuda
0|1|1|262|void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)|180.03|0.00|803085.11|803265.14|180.03|0.00|-1.00|0.00|0.000us|0.00|180.03|0.00|180.03|180.032us|-1||1|-1.00|-1.00|cuda
0|1|1|263|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|70.02|0.00|803265.65|803335.67|70.02|0.00|-1.00|0.00|0.000us|0.00|70.02|0.00|70.02|70.016us|-1||1|-1.00|-1.00|cuda
0|1|1|264|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|68.45|0.00|803336.24|803404.69|68.45|0.00|-1.00|0.00|0.000us|0.00|68.45|0.00|68.45|68.448us|-1||1|-1.00|-1.00|cuda
0|1|1|265|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|90.30|0.00|803412.21|803502.51|90.30|0.00|-1.00|0.00|0.000us|0.00|90.30|0.00|90.30|90.304us|-1||1|-1.00|-1.00|cuda
0|1|1|266|Memset (Device)|30.46|0.00|803541.43|803571.89|30.46|0.00|-1.00|0.00|0.000us|0.00|30.46|0.00|30.46|30.463us|-1||1|-1.00|-1.00|cuda
0|1|1|267|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|369.73|0.00|803601.65|803971.38|369.73|0.00|-1.00|0.00|0.000us|0.00|369.73|0.00|369.73|369.726us|-1||1|-1.00|-1.00|cuda
0|1|1|268|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|27.84|0.00|803971.95|803999.79|27.84|0.00|-1.00|0.00|0.000us|0.00|27.84|0.00|27.84|27.840us|-1||1|-1.00|-1.00|cuda
0|1|1|269|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|49.95|0.00|804000.30|804050.26|49.95|0.00|-1.00|0.00|0.000us|0.00|49.95|0.00|49.95|49.952us|-1||1|-1.00|-1.00|cuda
0|1|1|270|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|74.08|0.00|804050.80|804124.88|74.08|0.00|-1.00|0.00|0.000us|0.00|74.08|0.00|74.08|74.079us|-1||1|-1.00|-1.00|cuda
0|1|1|271|Memset (Device)|6.69|0.00|804140.88|804147.57|6.69|0.00|-1.00|0.00|0.000us|0.00|6.69|0.00|6.69|6.688us|-1||1|-1.00|-1.00|cuda
0|1|1|272|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|242.88|0.00|804158.19|804401.07|242.88|0.00|-1.00|0.00|0.000us|0.00|242.88|0.00|242.88|242.879us|-1||1|-1.00|-1.00|cuda
0|1|1|273|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|27.97|0.00|804401.58|804429.55|27.97|0.00|-1.00|0.00|0.000us|0.00|27.97|0.00|27.97|27.968us|-1||1|-1.00|-1.00|cuda
0|1|1|274|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|46.66|0.00|804430.13|804476.78|46.66|0.00|-1.00|0.00|0.000us|0.00|46.66|0.00|46.66|46.656us|-1||1|-1.00|-1.00|cuda
0|1|1|275|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|78.81|0.00|804477.36|804556.17|78.81|0.00|-1.00|0.00|0.000us|0.00|78.81|0.00|78.81|78.815us|-1||1|-1.00|-1.00|cuda
0|1|1|276|Memset (Device)|10.46|0.00|804566.32|804576.78|10.46|0.00|-1.00|0.00|0.000us|0.00|10.46|0.00|10.46|10.464us|-1||1|-1.00|-1.00|cuda
0|1|1|277|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|242.53|0.00|804588.65|804831.18|242.53|0.00|-1.00|0.00|0.000us|0.00|242.53|0.00|242.53|242.526us|-1||1|-1.00|-1.00|cuda
0|1|1|278|void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})|89.15|0.00|804832.05|804921.20|89.15|0.00|-1.00|0.00|0.000us|0.00|89.15|0.00|89.15|89.151us|-1||1|-1.00|-1.00|cuda
0|1|1|279|void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})|64.10|0.00|804921.71|804985.80|64.10|0.00|-1.00|0.00|0.000us|0.00|64.10|0.00|64.10|64.096us|-1||1|-1.00|-1.00|cuda
0|1|1|280|void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})|97.86|0.00|804986.41|805084.27|97.86|0.00|-1.00|0.00|0.000us|0.00|97.86|0.00|97.86|97.856us|-1||1|-1.00|-1.00|cuda
0|1|1|281|fmha_cutlassF_f16_aligned_32x128_rf_sm75(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::arch::Sm75, true, 32, 128, 128, true, true>::Params)|340.09|0.00|805084.72|805424.81|340.09|0.00|-1.00|0.00|0.000us|0.00|340.09|0.00|340.09|340.094us|-1||1|-1.00|-1.00|cuda
0|1|1|282|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|28.06|0.00|805425.64|805453.71|28.06|0.00|-1.00|0.00|0.000us|0.00|28.06|0.00|28.06|28.064us|-1||1|-1.00|-1.00|cuda
0|1|1|283|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|43.10|0.00|805454.19|805497.29|43.10|0.00|-1.00|0.00|0.000us|0.00|43.10|0.00|43.10|43.104us|-1||1|-1.00|-1.00|cuda
0|1|1|284|Memset (Device)|10.78|0.00|805508.33|805519.11|10.78|0.00|-1.00|0.00|0.000us|0.00|10.78|0.00|10.78|10.784us|-1||1|-1.00|-1.00|cuda
0|1|1|285|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|244.51|0.00|805529.83|805774.34|244.51|0.00|-1.00|0.00|0.000us|0.00|244.51|0.00|244.51|244.511us|-1||1|-1.00|-1.00|cuda
0|1|1|286|void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>)|136.61|0.00|805775.46|805912.07|136.61|0.00|-1.00|0.00|0.000us|0.00|136.61|0.00|136.61|136.607us|-1||1|-1.00|-1.00|cuda
0|1|1|287|void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)|128.03|0.00|805913.00|806041.03|128.03|0.00|-1.00|0.00|0.000us|0.00|128.03|0.00|128.03|128.032us|-1||1|-1.00|-1.00|cuda
0|1|1|288|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|27.84|0.00|806041.64|806069.48|27.84|0.00|-1.00|0.00|0.000us|0.00|27.84|0.00|27.84|27.840us|-1||1|-1.00|-1.00|cuda
0|1|1|289|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|111.10|0.00|806069.93|806181.03|111.10|0.00|-1.00|0.00|0.000us|0.00|111.10|0.00|111.10|111.103us|-1||1|-1.00|-1.00|cuda
0|1|1|290|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|127.33|0.00|806189.03|806316.36|127.33|0.00|-1.00|0.00|0.000us|0.00|127.33|0.00|127.33|127.328us|-1||1|-1.00|-1.00|cuda
0|1|1|291|turing_fp16_s1688gemm_fp16_256x128_ldg8_relu_f2f_tn|1147.16|0.00|806316.90|807464.07|1147.16|0.00|-1.00|0.00|0.000us|0.00|1147.16|0.00|1147.16|1.147ms|-1||1|-1.00|-1.00|cuda
0|1|1|292|void at::native::vectorized_elementwise_kernel<4, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul>)|170.97|0.00|807464.74|807635.71|170.97|0.00|-1.00|0.00|0.000us|0.00|170.97|0.00|170.97|170.975us|-1||1|-1.00|-1.00|cuda
0|1|1|293|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|29.34|0.00|807636.32|807665.67|29.34|0.00|-1.00|0.00|0.000us|0.00|29.34|0.00|29.34|29.344us|-1||1|-1.00|-1.00|cuda
0|1|1|294|void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)|104.10|0.00|807666.15|807770.24|104.10|0.00|-1.00|0.00|0.000us|0.00|104.10|0.00|104.10|104.096us|-1||1|-1.00|-1.00|cuda
0|1|1|295|Memset (Device)|12.48|0.00|807781.31|807793.79|12.48|0.00|-1.00|0.00|0.000us|0.00|12.48|0.00|12.48|12.480us|-1||1|-1.00|-1.00|cuda
0|1|1|296|turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn|798.75|0.00|807803.94|808602.69|798.75|0.00|-1.00|0.00|0.000us|0.00|798.75|0.00|798.75|798.749us|-1||1|-1.00|-1.00|cuda
0|1|1|297|void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>)|109.79|0.00|808603.74|808713.53|109.79|0.00|-1.00|0.00|0.000us|0.00|109.79|0.00|109.79|109.792us|-1||1|-1.00|-1.00|cuda
0|1|1|298|ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)|13864.94|0.00|816960.89|830825.83|13864.94|0.00|-1.00|0.00|0.000us|0.00|13864.94|0.00|13864.94|13.865ms|-1||1|-1.00|-1.00|cuda
0|1|1|299|void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)|189.54|0.00|816961.21|817150.75|189.54|0.00|-1.00|0.00|0.000us|0.00|189.54|0.00|189.54|189.536us|-1||1|-1.00|-1.00|cuda
